Input	Input Type	MGI Gene/Marker ID	Ensembl ID
Mrpl24	current symbol	MGI:1914957	ENSMUSG00000019710
Mrpl28	current symbol	MGI:1915861	ENSMUSG00000024181
Mrpl28	human synonym	MGI:1333820	ENSMUSG00000026087
Mrpl3	current symbol	MGI:2137204	ENSMUSG00000032563
Mrpl32	human synonym	MGI:1333864	ENSMUSG00000023939
Mrpl32	current symbol	MGI:2137226	ENSMUSG00000015672
Mrpl35	current symbol	MGI:1913473	ENSMUSG00000052962
Mrpl36	current symbol	MGI:2137228	ENSMUSG00000021607
Mrpl37	current symbol	MGI:1926268	ENSMUSG00000028622
Mrpl38	current symbol	MGI:1926269	ENSMUSG00000020775
Mrpl4	current symbol	MGI:2137210	ENSMUSG00000003299
Mrpl40	current symbol	MGI:1332635	ENSMUSG00000022706
Mrpl41	current symbol	MGI:1333816	ENSMUSG00000036850
Mrpl42	current symbol	MGI:1333774	ENSMUSG00000062981
Mrpl43	current symbol	MGI:2137229	ENSMUSG00000025208
Mrpl44	current symbol	MGI:1916413	ENSMUSG00000026248
Mrpl45	current symbol	MGI:1914286	ENSMUSG00000018882
Mrpl46	current symbol	MGI:1914558	ENSMUSG00000030612
Mrpl47	current symbol	MGI:1921850	ENSMUSG00000037531
Mrpl50	current symbol	MGI:107329	ENSMUSG00000044018
Mrpl52	current symbol	MGI:1916086	ENSMUSG00000010406
Mrpl54	current symbol	MGI:1913297	ENSMUSG00000034932
Mrpl9	current symbol	MGI:2137211	ENSMUSG00000028140
Mrps10	current symbol	MGI:1928139	ENSMUSG00000034729
Mrps11	current symbol	MGI:1915244	ENSMUSG00000030611
Mrps14	current symbol	MGI:1928141	ENSMUSG00000058267
Mrps15	current symbol	MGI:1913657	ENSMUSG00000028861
Mrps16	current symbol	MGI:1913492	ENSMUSG00000049960
Mrps18a	current symbol	MGI:1915815	ENSMUSG00000023967
Mrps18b	current symbol	MGI:1914223	ENSMUSG00000024436
Mrps18c	current symbol	MGI:1915985	ENSMUSG00000016833
Mrps2	current symbol	MGI:2153089	ENSMUSG00000035772
Mrps22	current symbol	MGI:1928137	ENSMUSG00000032459
Mrps24	current symbol	MGI:1928142	ENSMUSG00000020477
Mrps25	current symbol	MGI:1928140	ENSMUSG00000014551
Mrps26	current symbol	MGI:1333830	ENSMUSG00000037740
Mrps27	current symbol	MGI:1919064	ENSMUSG00000041632
Mrps28	current symbol	MGI:1913480	ENSMUSG00000040269
Mrps28	synonym	MGI:2385255	ENSMUSG00000040112
Mrps30	current symbol	MGI:1926237	ENSMUSG00000021731
Mrps31	current symbol	MGI:1913153	ENSMUSG00000031533
Mrps33	current symbol	MGI:1338046	ENSMUSG00000029918
Mrps35	human synonym	MGI:1913480	ENSMUSG00000040269
Mrps35	current symbol	MGI:2385255	ENSMUSG00000040112
Mrps9	current symbol	MGI:1916777	ENSMUSG00000060679
Mrs2	current symbol	MGI:2685748	ENSMUSG00000021339
Mrto4	current symbol	MGI:1917152	ENSMUSG00000028741
Mrto4	human symbol	MGI:3644169	ENSMUSG00000113749
Mrto4	human symbol	MGI:3779507	ENSMUSG00000091105
Msh2	current symbol	MGI:101816	ENSMUSG00000024151
Msh6	current symbol	MGI:1343961	ENSMUSG00000005370
Msi2	current symbol	MGI:1923876	ENSMUSG00000069769
Msln	current symbol	MGI:1888992	ENSMUSG00000063011
Msra	current symbol	MGI:106916	ENSMUSG00000054733
Msrb2	current symbol	MGI:1923717	ENSMUSG00000023094
Msto1	current symbol	MGI:2385175	ENSMUSG00000068922
Mt1	current symbol	MGI:97171	ENSMUSG00000031765
Mt1	human synonym	MGI:97172	ENSMUSG00000031762
Mt1	human synonym	MGI:102967	ENSMUSG00000054764
Mt2	zebrafish symbol	MGI:97171	ENSMUSG00000031765
Mt2	current symbol	MGI:97172	ENSMUSG00000031762
Mt2	zebrafish symbol	MGI:97173	ENSMUSG00000031760
Mt2	zebrafish symbol	MGI:99692	ENSMUSG00000031757
Mt2	synonym	MGI:2181726	ENSMUSG00000050901
Mt2	human synonym	MGI:1919003	ENSMUSG00000016942
Mt3	current symbol	MGI:97173	ENSMUSG00000031760
Mta1	current symbol	MGI:2150037	ENSMUSG00000021144
Mta2	current symbol	MGI:1346340	ENSMUSG00000071646
Mtap	current symbol	MGI:1914152	ENSMUSG00000062937
Mtbp	current symbol	MGI:2146005	ENSMUSG00000022369
Mtch1	current symbol	MGI:1929261	ENSMUSG00000024012
Mtdh	current symbol	MGI:1914404	ENSMUSG00000022255
Mterfd1	old symbol	MGI:1913660	ENSMUSG00000021519
Mterfd2	old symbol	MGI:1918355	ENSMUSG00000026273
Mterfd3	old symbol	MGI:1921488	ENSMUSG00000049038
Mtf2	current symbol	MGI:105050	ENSMUSG00000029267
Mtfp1	current symbol	MGI:1916686	ENSMUSG00000004748
Mtfr1	current symbol	MGI:1914722	ENSMUSG00000027601
Mtg1	current symbol	MGI:2685015	ENSMUSG00000039018
Mthfd1	current symbol	MGI:1342005	ENSMUSG00000021048
Mthfd1l	current symbol	MGI:1924836	ENSMUSG00000040675
Mthfd2	current symbol	MGI:1338850	ENSMUSG00000005667
Mthfsd	current symbol	MGI:2679252	ENSMUSG00000031816
Mtif2	current symbol	MGI:1924034	ENSMUSG00000020459
Mtif3	current symbol	MGI:1923616	ENSMUSG00000016510
Mtmr10	current symbol	MGI:2142292	ENSMUSG00000030522
Mtmr14	current symbol	MGI:1916075	ENSMUSG00000030269
Mtmr2	current symbol	MGI:1924366	ENSMUSG00000031918
Mtmr3	current symbol	MGI:1921552	ENSMUSG00000034354
Mtmr4	current symbol	MGI:2180699	ENSMUSG00000018401
Mtmr7	current symbol	MGI:1891693	ENSMUSG00000039431
Mtor	current symbol	MGI:1928394	ENSMUSG00000028991
Mtpap	current symbol	MGI:1914690	ENSMUSG00000024234
Mtpn	current symbol	MGI:99445	ENSMUSG00000029840
Mtr	current symbol	MGI:894292	ENSMUSG00000021311
Mtr	synonym	MGI:109558	ENSMUSG00000118406
Mtr	synonym	MGI:109558	ENSMUSG00002075569
Mtrf1	current symbol	MGI:2384815	ENSMUSG00000022022
Mtrr	current symbol	MGI:1891037	ENSMUSG00000034617
Mtss1	current symbol	MGI:2384818	ENSMUSG00000022353
Mtus1	current symbol	MGI:2142572	ENSMUSG00000045636
Mul1	current symbol	MGI:1915600	ENSMUSG00000041241
Mvd	current symbol	MGI:2179327	ENSMUSG00000006517
Mvp	current symbol	MGI:1925638	ENSMUSG00000030681
Mxd3	current symbol	MGI:104987	ENSMUSG00000021485
Mxi1	current symbol	MGI:97245	ENSMUSG00000025025
Mxra7	current symbol	MGI:1914872	ENSMUSG00000020814
Myadm	current symbol	MGI:1355332	ENSMUSG00000068566
Mybbp1a	current symbol	MGI:106181	ENSMUSG00000040463
Mybl1	current symbol	MGI:99925	ENSMUSG00000025912
Mybl2	current symbol	MGI:101785	ENSMUSG00000017861
Myc	human symbol	MGI:88184	ENSMUSG00000049086
Myc	current symbol	MGI:97250	ENSMUSG00000022346
Mycbp	current symbol	MGI:1891750	ENSMUSG00000028647
Mycbp2	current symbol	MGI:2179432	ENSMUSG00000033004
Mycn	current symbol	MGI:97357	ENSMUSG00000037169
Mycn	human symbol	MGI:1332242	ENSMUSG00000044597
Mycn	synonym	MGI:2673317	
Myh10	current symbol	MGI:1930780	ENSMUSG00000020900
Myh9	current symbol	MGI:107717	ENSMUSG00000022443
Myl12b	human symbol	MGI:1914518	ENSMUSG00000024048
Myl12b	current symbol	MGI:107494	ENSMUSG00000034868
Myl6b	current symbol	MGI:1917789	ENSMUSG00000039824
Mylpf	current symbol	MGI:97273	ENSMUSG00000030672
Mynn	current symbol	MGI:1931415	ENSMUSG00000037730
Mynn	human synonym	MGI:1891838	ENSMUSG00000006310
Myo10	current symbol	MGI:107716	ENSMUSG00000022272
Myo18a	current symbol	MGI:2667185	ENSMUSG00000000631
Myo19	current symbol	MGI:1913446	ENSMUSG00000020527
Myo1b	current symbol	MGI:107752	ENSMUSG00000018417
Myo1d	current symbol	MGI:107728	ENSMUSG00000035441
Myo6	current symbol	MGI:104785	ENSMUSG00000033577
Myo9a	current symbol	MGI:107735	ENSMUSG00000039585
Myo9b	current symbol	MGI:106624	ENSMUSG00000004677
Myof	current symbol	MGI:1919192	ENSMUSG00000048612
Mysm1	current symbol	MGI:2444584	ENSMUSG00000062627
Mzt2	current symbol	MGI:1922845	ENSMUSG00000022671
N4bp2	current symbol	MGI:2684414	ENSMUSG00000037795
N4bp3	current symbol	MGI:2442218	ENSMUSG00000001053
N6amt1	current symbol	MGI:1915018	ENSMUSG00000044442
N6amt2	old symbol	MGI:1915293	ENSMUSG00000021951
Naa11	current symbol	MGI:2141314	ENSMUSG00000046000
Naa11	human symbol	MGI:3833940	ENSMUSG00000024571
Naa15	current symbol	MGI:1922088	ENSMUSG00000063273
Naa16	current symbol	MGI:1914147	ENSMUSG00000022020
Naa20	current symbol	MGI:1915127	ENSMUSG00000002728
Naa25	current symbol	MGI:2442563	ENSMUSG00000042719
Naa30	current symbol	MGI:1922259	ENSMUSG00000036282
Naa35	current symbol	MGI:1925939	ENSMUSG00000021555
Naa38	old symbol	MGI:1923772	ENSMUSG00000044155
Naa38	current symbol	MGI:1925554	ENSMUSG00000059278
Naa40	current symbol	MGI:1918249	ENSMUSG00000024764
Naa50	current symbol	MGI:1919367	ENSMUSG00000022698
Naaa	current symbol	MGI:1914361	ENSMUSG00000029413
Nab2	current symbol	MGI:107563	ENSMUSG00000025402
Naca	current symbol	MGI:106095	ENSMUSG00000061315
Nacc1	current symbol	MGI:1914080	ENSMUSG00000001910
Nacc2	current symbol	MGI:1915241	ENSMUSG00000026932
Nadk	current symbol	MGI:2183149	ENSMUSG00000029063
Nae1	current symbol	MGI:2384561	ENSMUSG00000031878
Naga	current symbol	MGI:1261422	ENSMUSG00000022453
Nagk	current symbol	MGI:1860418	ENSMUSG00000034744
Naglu	current symbol	MGI:1351641	ENSMUSG00000001751
Nagpa	current symbol	MGI:1351598	ENSMUSG00000023143
Nags	current symbol	MGI:2387600	ENSMUSG00000048217
Nampt	current symbol	MGI:1929865	ENSMUSG00000020572
Nanos1	current symbol	MGI:2669254	ENSMUSG00000072437
Nans	current symbol	MGI:2149820	ENSMUSG00000028334
Nap1l4	current symbol	MGI:1316687	ENSMUSG00000059119
Napb	current symbol	MGI:104562	ENSMUSG00000027438
Napb	human synonym	MGI:1858222	ENSMUSG00000059248
Napepld	current symbol	MGI:2140885	ENSMUSG00000044968
Naprt1	old symbol	MGI:2442664	ENSMUSG00000022574
Narfl	old symbol	MGI:1914813	ENSMUSG00000002280
Nars2	current symbol	MGI:2142075	ENSMUSG00000018995
Nasp	current symbol	MGI:1355328	ENSMUSG00000028693
Nav1	current symbol	MGI:2183683	ENSMUSG00000009418
Nbas	current symbol	MGI:1918419	ENSMUSG00000020576
Nbea	current symbol	MGI:1347075	ENSMUSG00000027799
Nbr1	current symbol	MGI:108498	ENSMUSG00000017119
Ncapd2	current symbol	MGI:1915548	ENSMUSG00000038252
Ncapd3	current symbol	MGI:2142989	ENSMUSG00000035024
Ncapg	current symbol	MGI:1930197	ENSMUSG00000015880
Ncaph	current symbol	MGI:2444777	ENSMUSG00000034906
Ncbp1	current symbol	MGI:1891840	ENSMUSG00000028330
Ncbp2	current symbol	MGI:1915342	ENSMUSG00000022774
Nceh1	current symbol	MGI:2443191	ENSMUSG00000027698
Ncl	human synonym	MGI:892995	ENSMUSG00000000826
Ncl	current symbol	MGI:97286	ENSMUSG00000026234
Ncln	current symbol	MGI:1926081	ENSMUSG00000020238
Ncoa2	current symbol	MGI:1276533	ENSMUSG00000005886
Ncoa5	current symbol	MGI:2385165	ENSMUSG00000039804
Ncoa6	current symbol	MGI:1929915	ENSMUSG00000038369
Ncor1	current symbol	MGI:1349717	ENSMUSG00000018501
Ncor2	current symbol	MGI:1337080	ENSMUSG00000029478
Ncstn	current symbol	MGI:1891700	ENSMUSG00000003458
Ndc80	current symbol	MGI:1914302	ENSMUSG00000024056
Nde1	current symbol	MGI:1914453	ENSMUSG00000022678
Ndel1	current symbol	MGI:1932915	ENSMUSG00000018736
Ndfip2	current symbol	MGI:1923523	ENSMUSG00000053253
Ndnl2	zebrafish symbol	MGI:1333834	ENSMUSG00000096644
Ndnl2	zebrafish symbol	MGI:1333793	ENSMUSG00000055746
Ndnl2	zebrafish symbol	MGI:1333832	ENSMUSG00000094196
Ndnl2	zebrafish symbol	MGI:1333839	ENSMUSG00000033343
Ndnl2	zebrafish symbol	MGI:1333838	ENSMUSG00000079349
Ndnl2	zebrafish symbol	MGI:1333837	ENSMUSG00000063728
Ndnl2	zebrafish symbol	MGI:1333827	ENSMUSG00000079350
Ndnl2	zebrafish symbol	MGI:1917946	ENSMUSG00000031179
Ndnl2	zebrafish symbol	MGI:3588211	ENSMUSG00000043453
Ndnl2	zebrafish symbol	MGI:1922602	ENSMUSG00000046180
Ndnl2	zebrafish symbol	MGI:1921529	ENSMUSG00000031118
Ndnl2	zebrafish symbol	MGI:105117	ENSMUSG00000073069
Ndnl2	zebrafish symbol	MGI:105109	ENSMUSG00000074881
Ndnl2	zebrafish symbol	MGI:2148568	ENSMUSG00000035427
Ndnl2	zebrafish symbol	MGI:2148169	ENSMUSG00000061392
Ndnl2	zebrafish symbol	MGI:3712084	ENSMUSG00000064129
Ndnl2	zebrafish symbol	MGI:3643982	ENSMUSG00000094861
Ndnl2	zebrafish symbol	MGI:3646464	ENSMUSG00000096072
Ndnl2	zebrafish symbol	MGI:2684890	ENSMUSG00000091497
Ndnl2	zebrafish symbol	MGI:1919217	ENSMUSG00000046942
Ndnl2	zebrafish symbol	MGI:3045344	ENSMUSG00000067649
Ndnl2	zebrafish symbol	MGI:1921687	ENSMUSG00000045330
Ndnl2	zebrafish symbol	MGI:1930187	ENSMUSG00000025151
Ndnl2	zebrafish symbol	MGI:1933391	ENSMUSG00000025268
Ndnl2	zebrafish symbol	MGI:2148149	ENSMUSG00000031227
Ndnl2	zebrafish symbol	MGI:1351648	ENSMUSG00000056972
Ndnl2	zebrafish symbol	MGI:97290	ENSMUSG00000033585
Ndnl2	human synonym	MGI:1922805	ENSMUSG00000100937
Ndnl2	old symbol	MGI:1913897	ENSMUSG00000070520
Ndnl2	zebrafish symbol	MGI:1928994	ENSMUSG00000025272
Ndrg1	current symbol	MGI:1341799	ENSMUSG00000005125
Ndrg2	current symbol	MGI:1352498	ENSMUSG00000004558
Ndst2	current symbol	MGI:97040	ENSMUSG00000039308
Ndufa10	current symbol	MGI:1914523	ENSMUSG00000026260
Ndufa12	current symbol	MGI:1913664	ENSMUSG00000020022
Ndufa13	current symbol	MGI:1914434	ENSMUSG00000036199
Ndufa3	current symbol	MGI:1913341	ENSMUSG00000035674
Ndufa4	current symbol	MGI:107686	ENSMUSG00000029632
Ndufa4l2	current symbol	MGI:3039567	ENSMUSG00000040280
Ndufa5	current symbol	MGI:1915452	ENSMUSG00000023089
Ndufa8	current symbol	MGI:1915625	ENSMUSG00000026895
Ndufaf1	current symbol	MGI:1916952	ENSMUSG00000027305
Ndufaf2	current symbol	MGI:1922847	ENSMUSG00000068184
Ndufaf4	current symbol	MGI:1915743	ENSMUSG00000028261
Ndufb10	current symbol	MGI:1915592	ENSMUSG00000040048
Ndufb2	current symbol	MGI:1915448	ENSMUSG00000002416
Ndufb3	current symbol	MGI:1913745	ENSMUSG00000026032
Ndufb5	current symbol	MGI:1913296	ENSMUSG00000027673
Ndufb6	current symbol	MGI:2684983	ENSMUSG00000071014
Ndufb8	current symbol	MGI:1914514	ENSMUSG00000025204
Ndufc1	current symbol	MGI:1913627	ENSMUSG00000037152
Ndufc2	current symbol	MGI:1344370	ENSMUSG00000030647
Ndufs1	current symbol	MGI:2443241	ENSMUSG00000025968
Ndufs2	current symbol	MGI:2385112	ENSMUSG00000013593
Ndufs4	current symbol	MGI:1343135	ENSMUSG00000021764
Ndufs6	current symbol	MGI:107932	ENSMUSG00000021606
Ndufs6	human symbol	MGI:3648526	ENSMUSG00000083820
Ndufs8	current symbol	MGI:2385079	ENSMUSG00000059734
Ndufv1	current symbol	MGI:107851	ENSMUSG00000037916
Ndufv2	current symbol	MGI:1920150	ENSMUSG00000024099
Ndufv3	current symbol	MGI:1890894	ENSMUSG00000024038
Neat1	current symbol	MGI:1914211	ENSMUSG00000092274
Necap1	current symbol	MGI:1914852	ENSMUSG00000030327
Necap2	current symbol	MGI:1913397	ENSMUSG00000028923
Nedd4	current symbol	MGI:97297	ENSMUSG00000032216
Nedd8	current symbol	MGI:97301	ENSMUSG00000010376
Nefh	current symbol	MGI:97309	ENSMUSG00000020396
Nefl	current symbol	MGI:97313	ENSMUSG00000022055
Nek1	current symbol	MGI:97303	ENSMUSG00000031644
Nek2	current symbol	MGI:109359	ENSMUSG00000026622
Nek9	current symbol	MGI:2387995	ENSMUSG00000034290
Nemf	current symbol	MGI:1918305	ENSMUSG00000020982
Nenf	current symbol	MGI:1913458	ENSMUSG00000037499
Neo1	current symbol	MGI:1097159	ENSMUSG00000032340
Net1	current symbol	MGI:1927138	ENSMUSG00000021215
Net1	human synonym	MGI:105088	ENSMUSG00000020902
Net1	human synonym	MGI:1914171	ENSMUSG00000027881
Net1	human synonym	MGI:1270850	ENSMUSG00000055368
Net1	human synonym	MGI:105090	ENSMUSG00000039728
Net1	human synonym	MGI:1914055	ENSMUSG00000028699
Neu1	human synonym	MGI:2449923	ENSMUSG00000026921
Neu1	current symbol	MGI:97305	ENSMUSG00000007038
Neu1	synonym	MGI:1334263	ENSMUSG00000006435
Neurl1a	current symbol	MGI:1334263	ENSMUSG00000006435
Nf2	current symbol	MGI:97307	ENSMUSG00000009073
Nfat5	current symbol	MGI:1859333	ENSMUSG00000003847
Nfatc2ip	current symbol	MGI:1329015	ENSMUSG00000030722
Nfatc4	current symbol	MGI:1920431	ENSMUSG00000023411
Nfe2	current symbol	MGI:97308	ENSMUSG00000058794
Nfe2l1	current symbol	MGI:99421	ENSMUSG00000038615
Nfe2l2	current symbol	MGI:108420	ENSMUSG00000015839
Nfe2l3	current symbol	MGI:1339958	ENSMUSG00000029832
Nfia	current symbol	MGI:108056	ENSMUSG00000028565
Nfib	current symbol	MGI:103188	ENSMUSG00000008575
Nfkb1	current symbol	MGI:97312	ENSMUSG00000028163
Nfkbib	current symbol	MGI:104752	ENSMUSG00000030595
Nfu1	current symbol	MGI:1913290	ENSMUSG00000029993
Nfx1	current symbol	MGI:1921414	ENSMUSG00000028423
Nfxl1	current symbol	MGI:1923646	ENSMUSG00000072889
Nfya	current symbol	MGI:97316	ENSMUSG00000023994
Nfya	rat synonym	MGI:97317	ENSMUSG00000020248
Nfyb	current symbol	MGI:97317	ENSMUSG00000020248
Ngdn	current symbol	MGI:1916216	ENSMUSG00000022204
Nhlrc2	current symbol	MGI:1914116	ENSMUSG00000025078
Nid1	current symbol	MGI:97342	ENSMUSG00000005397
Nid2	current symbol	MGI:1298229	ENSMUSG00000021806
Ninj2	current symbol	MGI:1352751	ENSMUSG00000041377
Ninl	current symbol	MGI:1925427	ENSMUSG00000068115
Nip7	current symbol	MGI:1913414	ENSMUSG00000031917
Nipa2	current symbol	MGI:1913918	ENSMUSG00000030452
Nipa2	human synonym	MGI:1929709	ENSMUSG00000002831
Nipal3	current symbol	MGI:1921802	ENSMUSG00000028803
Nipbl	current symbol	MGI:1913976	ENSMUSG00000022141
Nipsnap1	current symbol	MGI:1278344	ENSMUSG00000034285
Nisch	current symbol	MGI:1928323	ENSMUSG00000021910
Nit1	current symbol	MGI:1350916	ENSMUSG00000013997
Nit2	current symbol	MGI:1261838	ENSMUSG00000022751
Nkain1	current symbol	MGI:1914399	ENSMUSG00000078532
Nkain2	current symbol	MGI:1923447	ENSMUSG00000069670
Nkapl	current symbol	MGI:1913957	ENSMUSG00000059395
Nkd1	current symbol	MGI:2135954	ENSMUSG00000031661
Nkiras2	current symbol	MGI:1919216	ENSMUSG00000017837
Nktr	current symbol	MGI:97346	ENSMUSG00000032525
Nle1	current symbol	MGI:2429770	ENSMUSG00000020692
Nlgn2	current symbol	MGI:2681835	ENSMUSG00000051790
Nlk	human synonym	MGI:95797	ENSMUSG00000036427
Nlk	current symbol	MGI:1201387	ENSMUSG00000017376
Nln	current symbol	MGI:1923055	ENSMUSG00000021710
Nmb	human synonym	MGI:1934765	ENSMUSG00000029816
Nmb	current symbol	MGI:1915289	ENSMUSG00000025723
Nme1	current symbol	MGI:97355	ENSMUSG00000037601
Nme1	human synonym	MGI:97937	ENSMUSG00000088088
Nme1	human synonym	MGI:97937	ENSMUSG00000115420
Nme2	current symbol	MGI:97356	ENSMUSG00000020857
Nme4	current symbol	MGI:1931148	ENSMUSG00000024177
Nme7	current symbol	MGI:2449121	ENSMUSG00000026575
Nmnat1	current symbol	MGI:1913704	ENSMUSG00000028992
Nmral1	current symbol	MGI:1915074	ENSMUSG00000063445
Nmt1	current symbol	MGI:102579	ENSMUSG00000020936
Nmt2	current symbol	MGI:1202298	ENSMUSG00000026643
Nnmt	current symbol	MGI:1099443	ENSMUSG00000032271
Nob1	current symbol	MGI:1914869	ENSMUSG00000003848
Nob1	synonym	MGI:1889508	ENSMUSG00000029174
Noc3l	current symbol	MGI:1932610	ENSMUSG00000024999
Noc4l	current symbol	MGI:2140843	ENSMUSG00000033294
Nol11	current symbol	MGI:1916229	ENSMUSG00000018433
Nol6	current symbol	MGI:2140151	ENSMUSG00000028430
Nol7	current symbol	MGI:1917328	ENSMUSG00000063200
Nol8	current symbol	MGI:1918180	ENSMUSG00000021392
Nol9	current symbol	MGI:1921285	ENSMUSG00000028948
Nolc1	current symbol	MGI:1918019	ENSMUSG00000015176
Nom1	current symbol	MGI:1861749	ENSMUSG00000001569
Nop14	current symbol	MGI:1922666	ENSMUSG00000036693
Nop16	current symbol	MGI:107862	ENSMUSG00000025869
Nop2	current symbol	MGI:107891	ENSMUSG00000038279
Nop56	current symbol	MGI:1914384	ENSMUSG00000027405
Nop58	current symbol	MGI:1933184	ENSMUSG00000026020
Nosip	current symbol	MGI:1913644	ENSMUSG00000003421
Notch1	current symbol	MGI:97363	ENSMUSG00000026923
Noxo1	current symbol	MGI:1919143	ENSMUSG00000019320
Npat	current symbol	MGI:107605	ENSMUSG00000033054
Npc1	current symbol	MGI:1097712	ENSMUSG00000024413
Npc2	current symbol	MGI:1915213	ENSMUSG00000021242
Npepps	current symbol	MGI:1101358	ENSMUSG00000001441
Nphp1	current symbol	MGI:1858233	ENSMUSG00000027378
Nphp4	current symbol	MGI:2384210	ENSMUSG00000039577
Npl	current symbol	MGI:1921341	ENSMUSG00000042684
Npm1	current symbol	MGI:106184	ENSMUSG00000057113
Npm3	current symbol	MGI:894653	ENSMUSG00000056209
Npr1	current symbol	MGI:97371	ENSMUSG00000027931
Nprl3	current symbol	MGI:109258	ENSMUSG00000020289
Nptx1	current symbol	MGI:107811	ENSMUSG00000025582
Nptx2	current symbol	MGI:1858209	ENSMUSG00000059991
Nr1d2	current symbol	MGI:2449205	ENSMUSG00000021775
Nr1h2	current symbol	MGI:1352463	ENSMUSG00000060601
Nr2c1	current symbol	MGI:1352465	ENSMUSG00000005897
Nr2c2	current symbol	MGI:1352466	ENSMUSG00000005893
Nr2c2ap	current symbol	MGI:1922942	ENSMUSG00000071078
Nr3c1	current symbol	MGI:95824	ENSMUSG00000024431
Nr4a1	current symbol	MGI:1352454	ENSMUSG00000023034
Nr6a1	current symbol	MGI:1352459	ENSMUSG00000063972
Nradd	current symbol	MGI:1914419	ENSMUSG00000032491
Nrbf2	current symbol	MGI:1354950	ENSMUSG00000075000
Nrd1	old symbol	MGI:1201386	ENSMUSG00000053510
Nrf1	synonym	MGI:99421	ENSMUSG00000038615
Nrf1	current symbol	MGI:1332235	ENSMUSG00000058440
Nrip1	current symbol	MGI:1315213	ENSMUSG00000048490
Nrip3	current symbol	MGI:1925843	ENSMUSG00000034825
Nrm	current symbol	MGI:2146855	ENSMUSG00000059791
Nrp2	human synonym	MGI:1858510	ENSMUSG00000022454
Nrp2	current symbol	MGI:1100492	ENSMUSG00000025969
Nrtn	current symbol	MGI:108417	ENSMUSG00000039481
Nsd1	current symbol	MGI:1276545	ENSMUSG00000021488
Nsf	current symbol	MGI:104560	ENSMUSG00000034187
Nsfl1c	current symbol	MGI:3042273	ENSMUSG00000027455
Nsg2	current symbol	MGI:1202070	ENSMUSG00000020297
Nsl1	human synonym	MGI:1923969	ENSMUSG00000018412
Nsl1	current symbol	MGI:2685830	ENSMUSG00000062510
Nsmaf	current symbol	MGI:1341864	ENSMUSG00000028245
Nsmce1	current symbol	MGI:1914961	ENSMUSG00000030750
Nsmce2	current symbol	MGI:1915751	ENSMUSG00000059586
Nsmce4a	zebrafish symbol	MGI:1913591	ENSMUSG00000109864
Nsmce4a	current symbol	MGI:1915122	ENSMUSG00000040331
Nsun2	current symbol	MGI:107252	ENSMUSG00000021595
