ATAC summit (left anchor),ATAC summit (right anchor)
chr3:107823145-107823146,chr3:107687368-107687369
chr3:107829947-107829948,chr3:107696835-107696836
chr3:107829947-107829948,chr3:107761935-107761936
chr3:108146159-108146160,chr3:108085324-108085325
chr3:108146159-108146160,chr3:108089616-108089617
chr3:108554722-108554723,chr3:108445450-108445451
chr3:108562374-108562375,chr3:108554722-108554723
chr3:108571939-108571940,chr3:108554722-108554723
chr3:108571939-108571940,chr3:108562374-108562375
chr3:108761756-108761757,chr3:108721981-108721982
chr3:108771548-108771549,chr3:108721981-108721982
chr3:108781382-108781383,chr3:108761756-108761757
chr3:108771548-108771549,chr3:108721981-108721982
chr3:108781382-108781383,chr3:108771548-108771549
chr3:108911470-108911471,chr3:108856919-108856920
chr3:109027222-109027223,chr3:108911470-108911471
chr3:114030955-114030956,chr3:113952320-113952321
chr3:115647354-115647355,chr3:115028362-115028363
chr3:115647354-115647355,chr3:115243215-115243216
chr3:115887424-115887425,chr3:115243215-115243216
chr3:115887424-115887425,chr3:115647354-115647355
chr3:116008988-116008989,chr3:115699374-115699375
chr3:115887424-115887425,chr3:115714246-115714247
chr3:115887424-115887425,chr3:115867377-115867378
chr3:115887424-115887425,chr3:115647354-115647355
chr3:117868093-117868094,chr3:117848942-117848943
chr3:120190763-120190764,chr3:119956054-119956055
chr3:121585230-121585231,chr3:121578145-121578146
chr3:121651734-121651735,chr3:121602862-121602863
chr3:121723364-121723365,chr3:121578145-121578146
chr3:121651734-121651735,chr3:121585230-121585231
chr3:121723364-121723365,chr3:121602862-121602863
chr3:121617665-121617666,chr3:121617665-121617666
chr3:121651734-121651735,chr3:121578145-121578146
chr3:121723364-121723365,chr3:121585230-121585231
chr3:121723364-121723365,chr3:121602862-121602863
chr3:121651734-121651735,chr3:121608640-121608641
chr3:121723364-121723365,chr3:121617665-121617666
chr3:121723364-121723365,chr3:121646802-121646803
chr3:121723364-121723365,chr3:121651734-121651735
chr3:121723364-121723365,chr3:121712288-121712289
chr3:122088443-122088444,chr3:122048268-122048269
chr3:123018744-123018745,chr3:122984282-122984283
chr3:123054406-123054407,chr3:122984282-122984283
chr3:123104485-123104486,chr3:122984282-122984283
chr3:124321584-124321585,chr3:123508473-123508474
chr3:126385022-126385023,chr3:126046257-126046258
chr3:126596815-126596816,chr3:126046257-126046258
chr3:126596815-126596816,chr3:126276684-126276685
chr3:126596815-126596816,chr3:126284865-126284866
chr3:126596815-126596816,chr3:126385022-126385023
chr3:126611782-126611783,chr3:126596815-126596816
chr3:126661234-126661235,chr3:126596815-126596816
chr3:126694462-126694463,chr3:126596815-126596816
chr3:126828011-126828012,chr3:126596815-126596816
chr3:126831557-126831558,chr3:126596815-126596816
chr3:126920429-126920430,chr3:126596815-126596816
chr3:126935335-126935336,chr3:126596815-126596816
chr3:131522639-131522640,chr3:131490507-131490508
chr3:137151605-137151606,chr3:136669859-136669860
chr3:137919152-137919153,chr3:137865951-137865952
chr3:138144961-138144962,chr3:137919152-137919153
chr3:138443013-138443014,chr3:137865951-137865952
chr3:137934384-137934385,chr3:137865951-137865952
chr3:139074811-139074812,chr3:138489332-138489333
chr3:138527206-138527207,chr3:138527206-138527207
chr3:139074811-139074812,chr3:138745859-138745860
chr3:138745859-138745860,chr3:138527206-138527207
chr3:138864540-138864541,chr3:138443013-138443014
chr3:139074811-139074812,chr3:138489332-138489333
chr3:138761402-138761403,chr3:138527206-138527207
chr3:139074811-139074812,chr3:138745859-138745860
chr3:142049562-142049563,chr3:141874180-141874181
chr3:142250350-142250351,chr3:141874180-141874181
chr3:142250350-142250351,chr3:142049562-142049563
chr3:142440167-142440168,chr3:142049562-142049563
chr3:142440167-142440168,chr3:142395667-142395668
chr3:144580630-144580631,chr3:144570646-144570647
chr3:144604670-144604671,chr3:144580630-144580631
chr3:144589507-144589508,chr3:144570646-144570647
chr3:144604670-144604671,chr3:144580630-144580631
chr3:145650263-145650264,chr3:145268580-145268581
chr3:145650263-145650264,chr3:145419868-145419869
chr3:145886524-145886525,chr3:145575955-145575956
chr3:145924943-145924944,chr3:145602170-145602171
chr3:145650263-145650264,chr3:145615249-145615250
chr3:145924943-145924944,chr3:145633112-145633113
chr3:145937771-145937772,chr3:145650263-145650264
chr3:145650263-145650264,chr3:145650263-145650264
chr3:145650263-145650264,chr3:145675916-145675917
chr3:145650263-145650264,chr3:145650263-145650264
chr3:145675916-145675917,chr3:145675916-145675917
chr3:145685171-145685172,chr3:145685171-145685172
chr3:145692043-145692044,chr3:145650263-145650264
chr3:145704749-145704750,chr3:145675916-145675917
chr3:145834406-145834407,chr3:145685171-145685172
chr3:145838410-145838411,chr3:145692043-145692044
chr3:145847710-145847711,chr3:145650263-145650264
chr3:145886524-145886525,chr3:145675916-145675917
chr3:145892639-145892640,chr3:145704749-145704750
chr3:145924943-145924944,chr3:145650263-145650264
chr3:145937771-145937772,chr3:145675916-145675917
chr3:145963837-145963838,chr3:145704749-145704750
chr3:145988526-145988527,chr3:145650263-145650264
chr3:145685171-145685172,chr3:145704749-145704750
chr3:145692043-145692044,chr3:145419868-145419869
chr3:145704749-145704750,chr3:145650263-145650264
chr3:145834406-145834407,chr3:145675916-145675917
chr3:145838410-145838411,chr3:145685171-145685172
chr3:145886524-145886525,chr3:145692043-145692044
chr3:145892639-145892640,chr3:145704749-145704750
chr3:145924943-145924944,chr3:145834406-145834407
chr3:145692043-145692044,chr3:145838410-145838411
chr3:145704749-145704750,chr3:145847710-145847711
chr3:145886524-145886525,chr3:145650263-145650264
chr3:145704749-145704750,chr3:145675916-145675917
chr3:145886524-145886525,chr3:145704749-145704750
chr3:145834406-145834407,chr3:145886524-145886525
chr3:145838410-145838411,chr3:145419868-145419869
chr3:145847710-145847711,chr3:145575955-145575956
chr3:145886524-145886525,chr3:145650263-145650264
chr3:145892639-145892640,chr3:145675916-145675917
chr3:145924943-145924944,chr3:145704749-145704750
chr3:145886524-145886525,chr3:145886524-145886525
chr3:145886524-145886525,chr3:145575955-145575956
chr3:145886524-145886525,chr3:145650263-145650264
chr3:145892639-145892640,chr3:145924943-145924944
chr3:145924943-145924944,chr3:145650263-145650264
chr3:145937771-145937772,chr3:145650263-145650264
chr3:145988526-145988527,chr3:145963837-145963838
chr3:145988526-145988527,chr3:145974915-145974916
chr3:146521946-146521947,chr3:146499074-146499075
chr3:146608647-146608648,chr3:146568181-146568182
chr3:146675536-146675537,chr3:146568181-146568182
chr3:146812706-146812707,chr3:146568181-146568182
chr3:147853547-147853548,chr3:147446037-147446038
chr3:148989467-148989468,chr3:147853547-147853548
chr3:148989467-148989468,chr3:148641122-148641123
chr3:148989467-148989468,chr3:148644999-148645000
chr3:149625649-149625650,chr3:148989467-148989468
chr3:152117109-152117110,chr3:151762653-151762654
chr3:152117109-152117110,chr3:152111131-152111132
chr3:152193833-152193834,chr3:152117109-152117110
chr3:152210564-152210565,chr3:152117109-152117110
chr3:152122783-152122784,chr3:152122783-152122784
chr3:152144271-152144272,chr3:152117109-152117110
chr3:152189327-152189328,chr3:152111131-152111132
chr3:152193833-152193834,chr3:152117109-152117110
chr3:152210564-152210565,chr3:152122783-152122784
chr3:152144271-152144272,chr3:152111131-152111132
chr3:152193833-152193834,chr3:152117109-152117110
chr3:152210564-152210565,chr3:152122783-152122784
chr3:152210564-152210565,chr3:152189327-152189328
chr3:152210564-152210565,chr3:152193833-152193834
chr3:152478367-152478368,chr3:152396000-152396001
chr3:152569073-152569074,chr3:152478367-152478368
chr3:152667534-152667535,chr3:152396000-152396001
chr3:152714469-152714470,chr3:152478367-152478368
chr3:152483772-152483773,chr3:152483772-152483773
chr3:152569073-152569074,chr3:152522910-152522911
chr3:152569073-152569074,chr3:152555877-152555878
chr3:152569073-152569074,chr3:152396000-152396001
chr3:152569073-152569074,chr3:152396000-152396001
chr3:153944265-153944266,chr3:153912950-153912951
chr3:154289835-154289836,chr3:153912950-153912951
chr3:155057581-155057582,chr3:154289835-154289836
chr3:155057581-155057582,chr3:154668681-154668682
chr3:155078562-155078563,chr3:154692674-154692675
chr3:155057581-155057582,chr3:155040985-155040986
chr3:155078562-155078563,chr3:154668681-154668682
chr3:155093302-155093303,chr3:154692674-154692675
chr3:155057581-155057582,chr3:155057581-155057582
chr3:155078562-155078563,chr3:154692674-154692675
chr3:155093302-155093303,chr3:155057581-155057582
chr3:155875559-155875560,chr3:155078562-155078563
chr3:155093302-155093303,chr3:155057581-155057582
chr3:158036819-158036820,chr3:157534450-157534451
chr3:159030981-159030982,chr3:158273005-158273006
chr3:159840320-159840321,chr3:159743913-159743914
chr3:159885342-159885343,chr3:159840320-159840321
chr4:6375376-6375377,chr4:6366276-6366277
chr4:9067865-9067866,chr4:8646716-8646717
chr4:10873829-10873830,chr4:9668532-9668533
chr4:13743534-13743535,chr4:13127236-13127237
chr4:13786442-13786443,chr4:13242763-13242764
chr4:13743534-13743535,chr4:13364915-13364916
chr4:13786442-13786443,chr4:13127236-13127237
chr4:13743534-13743535,chr4:13242763-13242764
chr4:13786442-13786443,chr4:13743534-13743535
chr4:14864075-14864076,chr4:14826540-14826541
chr4:14864075-14864076,chr4:14843375-14843376
chr4:14864075-14864076,chr4:14857335-14857336
chr4:19850339-19850340,chr4:19709188-19709189
chr4:21878869-21878870,chr4:21847597-21847598
chr4:32304749-32304750,chr4:32251276-32251277
chr4:34550589-34550590,chr4:33924860-33924861
chr4:34556332-34556333,chr4:34550589-34550590
chr4:36331816-36331817,chr4:35836600-35836601
chr4:36331816-36331817,chr4:35895628-35895629
chr4:36951825-36951826,chr4:36015274-36015275
chr4:36331816-36331817,chr4:35895628-35895629
chr4:36951825-36951826,chr4:36015274-36015275
chr4:36951825-36951826,chr4:36331816-36331817
chr4:40269588-40269589,chr4:40143212-40143213
chr4:40702531-40702532,chr4:40239033-40239034
chr4:40722456-40722457,chr4:40143212-40143213
chr4:40269588-40269589,chr4:40269588-40269589
chr4:40702531-40702532,chr4:40279466-40279467
chr4:40722456-40722457,chr4:40143212-40143213
chr4:40702531-40702532,chr4:40269588-40269589
chr4:40722456-40722457,chr4:40702531-40702532
chr4:40948319-40948320,chr4:40773332-40773333
chr4:40853836-40853837,chr4:40802951-40802952
chr4:40853836-40853837,chr4:40821742-40821743
chr4:40853836-40853837,chr4:40846089-40846090
chr4:40853836-40853837,chr4:40853836-40853837
chr4:40877164-40877165,chr4:40757507-40757508
chr4:40948319-40948320,chr4:40853836-40853837
chr4:40970876-40970877,chr4:40948319-40948320
chr4:41756046-41756047,chr4:41741510-41741511
chr4:41761512-41761513,chr4:41756046-41756047
chr4:43025601-43025602,chr4:43000795-43000796
chr4:43383021-43383022,chr4:43025601-43025602
chr4:43398262-43398263,chr4:43031954-43031955
chr4:43561254-43561255,chr4:43000795-43000796
chr4:43031954-43031955,chr4:43040302-43040303
chr4:43561254-43561255,chr4:43000795-43000796
chr4:43040302-43040303,chr4:43031954-43031955
chr4:43398262-43398263,chr4:43040302-43040303
chr4:43561254-43561255,chr4:43044118-43044119
chr4:43383021-43383022,chr4:43383021-43383022
chr4:43398262-43398263,chr4:43383021-43383022
chr4:43441985-43441986,chr4:43398262-43398263
chr4:43398262-43398263,chr4:43383021-43383022
chr4:43398262-43398263,chr4:43398262-43398263
chr4:43406196-43406197,chr4:43406196-43406197
chr4:43420443-43420444,chr4:43040302-43040303
chr4:43561254-43561255,chr4:43398262-43398263
chr4:43406196-43406197,chr4:43441985-43441986
chr4:43420443-43420444,chr4:43000795-43000796
chr4:43441985-43441986,chr4:43025601-43025602
chr4:43561254-43561255,chr4:43031954-43031955
chr4:43420443-43420444,chr4:43383021-43383022
chr4:43561254-43561255,chr4:43398262-43398263
chr4:43524008-43524009,chr4:43420443-43420444
chr4:43561254-43561255,chr4:43441985-43441986
chr4:43561254-43561255,chr4:43492942-43492943
chr4:43561254-43561255,chr4:43524008-43524009
chr4:43578646-43578647,chr4:43524008-43524009
chr4:43578646-43578647,chr4:43561254-43561255
chr4:43656280-43656281,chr4:43561254-43561255
chr4:43957446-43957447,chr4:43561254-43561255
chr4:43970273-43970274,chr4:43957446-43957447
chr4:43976557-43976558,chr4:43561254-43561255
chr4:44072403-44072404,chr4:43957446-43957447
chr4:43965385-43965386,chr4:43561254-43561255
chr4:43970273-43970274,chr4:43957446-43957447
chr4:43976557-43976558,chr4:43970273-43970274
chr4:43976557-43976558,chr4:43561254-43561255
chr4:45018302-45018303,chr4:45012957-45012958
chr4:45409082-45409083,chr4:45012957-45012958
chr4:45530980-45530981,chr4:45473926-45473927
chr4:45489545-45489546,chr4:45409082-45409083
chr4:46389433-46389434,chr4:46371248-46371249
chr4:48045020-48045021,chr4:47474558-47474559
chr4:48045020-48045021,chr4:47505660-47505661
chr4:53416011-53416012,chr4:53409584-53409585
chr4:55349696-55349697,chr4:54980041-54980042
chr4:55349696-55349697,chr4:55253238-55253239
chr4:56373982-56373983,chr4:55533554-55533555
chr4:56373982-56373983,chr4:55533554-55533555
chr4:55651503-55651504,chr4:55651503-55651504
chr4:55720266-55720267,chr4:55533554-55533555
chr4:56113920-56113921,chr4:55349696-55349697
chr4:56373982-56373983,chr4:55515378-55515379
chr4:56387091-56387092,chr4:55533554-55533555
chr4:56373982-56373983,chr4:55580265-55580266
chr4:55720266-55720267,chr4:55651503-55651504
chr4:56373982-56373983,chr4:55707816-55707817
chr4:56373982-56373983,chr4:55720266-55720267
chr4:56373982-56373983,chr4:55533554-55533555
chr4:57956329-57956330,chr4:57799184-57799185
chr4:57839462-57839463,chr4:57839462-57839463
chr4:57844498-57844499,chr4:57611580-57611581
chr4:58749477-58749478,chr4:58273773-58273774
chr4:58749477-58749478,chr4:58469934-58469935
chr4:59204924-59204925,chr4:59189119-59189120
chr4:59317353-59317354,chr4:59189119-59189120
chr4:59323421-59323422,chr4:59204924-59204925
chr4:59581943-59581944,chr4:59189119-59189120
chr4:59317353-59317354,chr4:59317353-59317354
chr4:59323421-59323422,chr4:59189119-59189120
chr4:59757784-59757785,chr4:59317353-59317354
chr4:59807127-59807128,chr4:59317353-59317354
chr4:59822847-59822848,chr4:59807127-59807128
chr4:59869583-59869584,chr4:59807127-59807128
chr4:62525163-62525164,chr4:62520092-62520093
chr4:63289702-63289703,chr4:63282956-63282957
chr4:64059181-64059182,chr4:64047314-64047315
chr4:64065753-64065754,chr4:64047314-64047315
chr4:64077214-64077215,chr4:64047314-64047315
chr4:64084110-64084111,chr4:64059181-64059182
chr4:64087698-64087699,chr4:64065753-64065754
chr4:64235635-64235636,chr4:64047314-64047315
chr4:64324208-64324209,chr4:64077214-64077215
chr4:64438217-64438218,chr4:64047314-64047315
chr4:64500863-64500864,chr4:64047314-64047315
chr4:64946975-64946976,chr4:64077214-64077215
chr4:64077214-64077215,chr4:64047314-64047315
chr4:64077214-64077215,chr4:64065753-64065754
chr4:64324208-64324209,chr4:64077214-64077215
chr4:64500863-64500864,chr4:64084110-64084111
chr4:64084110-64084111,chr4:64047314-64047315
chr4:64235635-64235636,chr4:64077214-64077215
chr4:64324208-64324209,chr4:64084110-64084111
chr4:64438217-64438218,chr4:64047314-64047315
chr4:64500863-64500864,chr4:64065753-64065754
chr4:64934073-64934074,chr4:64077214-64077215
chr4:64324208-64324209,chr4:64084110-64084111
chr4:64438217-64438218,chr4:64087698-64087699
chr4:64500863-64500864,chr4:64324208-64324209
chr4:64500863-64500864,chr4:64077214-64077215
chr4:64500863-64500864,chr4:64500863-64500864
chr4:64934073-64934074,chr4:64599443-64599444
chr4:64946975-64946976,chr4:64635654-64635655
chr4:64934073-64934074,chr4:64924395-64924396
chr4:64946975-64946976,chr4:64047314-64047315
chr4:64934073-64934074,chr4:64500863-64500864
chr4:64946975-64946976,chr4:64599443-64599444
chr4:64934073-64934074,chr4:64635654-64635655
chr4:64946975-64946976,chr4:64934073-64934074
chr4:64952551-64952552,chr4:64934073-64934074
chr4:65205131-65205132,chr4:64946975-64946976
chr4:64952551-64952552,chr4:64934073-64934074
chr4:65205131-65205132,chr4:64946975-64946976
chr4:65242995-65242996,chr4:64946975-64946976
chr4:65242995-65242996,chr4:65205131-65205132
chr4:68789074-68789075,chr4:68548465-68548466
